,doi,TC,RTC,CPR,RCPR,PR,RPR,MSC,RMSC
11001,10.1016/j.proeng.2011.03.150,1,8726.5,0.150205895,10991,1.356578028,9860,1,9216
11002,10.1057/palgrave.jors.2601524,1,8726.5,0.150205895,10991,1.357630769,9643,1,9216
11003,10.1007/s11192-016-2032-0,1,8726.5,0.150205895,10991,1.357630769,9643,1,9216
11004,10.1016/j.jbi.2018.08.011,1,8726.5,0.150205895,10991,1.356578028,9860,1,9216
11005,10.1016/j.aei.2013.04.004,1,8726.5,0.150205895,10991,1.356578028,9860,1,9216
11006,10.1007/s11192-011-0501-z,1,8726.5,0.150205895,10991,1.357630769,9643,1,9216
11007,10.1109/ACCESS.2017.2771371,1,8726.5,0.150205895,10991,1.356578028,9860,1,9216
11008,10.1016/j.joi.2018.11.004,1,8726.5,0.150205895,10991,1.357630769,9643,1,9216
11009,10.7232/iems.2015.14.1.073,1,8726.5,0.150205895,10991,1.356578028,9860,1,9216
11010,10.4155/ppa.12.1,1,8726.5,0.150205895,10991,1.356578028,9860,1,9216
11011,10.3390/sym11081018,1,8726.5,0.150205895,10991,1.356578028,9860,1,9216
11012,10.3390/e20020104,1,8726.5,0.150205895,10991,1.356578028,9860,1,9216
11013,10.24251/HICSS.2019.154,1,8726.5,0.150205895,10991,1.356578028,9860,1,9216
11014,10.18653/v1/P17-1113,1,8726.5,0.150205895,10991,1.356578028,9860,1,9216
11015,10.18653/v1/D19-3029,1,8726.5,0.150205895,10991,1.356578028,9860,1,9216
11016,10.1038/s41467-021-25477-8,1,8726.5,0.150205895,10991,1.357630769,9643,1,9216
11017,10.1016/j.physa.2017.04.045,1,8726.5,0.150205895,10991,1.357630769,9643,1,9216
11018,10.1016/j.respol.2015.03.004,1,8726.5,0.150205895,10991,1.357630769,9643,1,9216
11019,10.1016/j.eswa.2017.09.047,1,8726.5,0.150205895,10991,1.357630769,9643,1,9216
11020,10.1007/s11205-006-9029-7,1,8726.5,0.150205895,10991,1.357630769,9643,1,9216
11021,10.1016/j.eswa.2019.112995,1,8726.5,0.150205895,10991,1.356578028,9860,1,9216
11022,10.1016/j.joi.2009.11.010,1,8726.5,0.150205895,10991,1.357630769,9643,1,9216
11023,10.1016/j.engappai.2011.11.006,1,8726.5,0.150205895,10991,1.356578028,9860,1,9216
11024,10.1016/j.cie.2017.12.004,1,8726.5,0.150205895,10991,1.356578028,9860,1,9216
11025,10.1016/j.eswa.2011.08.154,1,8726.5,0.150205895,10991,1.356578028,9860,1,9216
11026,10.1016/j.ipm.2019.102067,1,8726.5,0.150205895,10991,1.356578028,9860,1,9216
11027,10.1038/530033d,1,8726.5,0.150205895,10991,1.357630769,9643,1,9216
11028,10.1016/j.ijinfomgt.2017.01.003,1,8726.5,0.150205895,10991,1.357630769,9643,1,9216
11029,10.1007/s11192-020-03566-7,1,8726.5,0.150205895,10991,1.357630769,9643,1,9216
11030,10.1111/1467-9310.00124,1,8726.5,0.150205895,10991,1.357630769,9643,1,9216
11031,10.1038/531580c,1,8726.5,0.150205895,10991,1.357630769,9643,1,9216
11032,10.1108/OIR-04-2012-0062,1,8726.5,0.150205895,10991,1.357630769,9643,1,9216
11033,10.1016/j.dss.2016.10.006,1,8726.5,0.150205895,10991,1.357630769,9643,1,9216
11034,10.1038/nature09182,1,8726.5,0.150205299,11037.5,1.373082683,7475,1,9216
11035,10.1016/j.jss.2013.02.024,1,8726.5,0.150205299,11037.5,1.373082683,7475,1,9216
11036,10.1016/j.physa.2013.03.025,1,8726.5,0.150205299,11037.5,1.373082683,7475,1,9216
11037,10.1088/1367-2630/9/6/180,1,8726.5,0.150205299,11037.5,1.373082683,7475,1,9216
11038,10.1002/asi.21664,1,8726.5,0.150205299,11037.5,1.373082683,7475,1,9216
11039,10.1007/BF02019762,1,8726.5,0.150205299,11037.5,1.373082683,7475,1,9216
11040,10.3145/epi.2009.sep.03,1,8726.5,0.150204346,11050.5,1.365005353,8538.5,1,9216
11041,10.5596/c05-030,1,8726.5,0.150204346,11050.5,1.365005353,8538.5,1,9216
11042,10.1300/J136v10n03_08,1,8726.5,0.150204346,11050.5,1.365005353,8538.5,1,9216
11043,10.5860/crl.70.3.227,1,8726.5,0.150204346,11050.5,1.365005353,8538.5,1,9216
11044,10.1126/science.306.5702.1661c,1,8726.5,0.150204346,11050.5,1.365005353,8538.5,1,9216
11045,10.1300/J122v27n04_02,1,8726.5,0.150204346,11050.5,1.365005353,8538.5,1,9216
11046,10.1300/J111v46n03_06,1,8726.5,0.150204346,11050.5,1.365005353,8538.5,1,9216
11047,10.1186/2046-4053-2-115,1,8726.5,0.150204346,11050.5,1.365005353,8538.5,1,9216
11048,10.1108/14684521211241503,1,8726.5,0.150204346,11050.5,1.365005353,8538.5,1,9216
11049,10.1007/s11192-011-0582-8,1,8726.5,0.150204346,11050.5,1.365005353,8538.5,1,9216
11050,10.1016/j.acalib.2008.03.002,1,8726.5,0.150204346,11050.5,1.365005353,8538.5,1,9216
11051,10.1016/j.acalib.2015.02.013,1,8726.5,0.150204346,11050.5,1.365005353,8538.5,1,9216
11052,10.1016/j.medin.2013.01.008,1,8726.5,0.150204346,11050.5,1.365005353,8538.5,1,9216
11053,10.1038/438554a,1,8726.5,0.150204346,11050.5,1.365005353,8538.5,1,9216
11054,10.1108/07419050510633952,1,8726.5,0.150204346,11050.5,1.365005353,8538.5,1,9216
11055,10.1108/10662240710730470,1,8726.5,0.150204346,11050.5,1.365005353,8538.5,1,9216
11056,10.1108/14684520810897403,1,8726.5,0.150204346,11050.5,1.365005353,8538.5,1,9216
11057,10.1136/bmj.331.7531.1487,1,8726.5,0.150204346,11050.5,1.365005353,8538.5,1,9216
11058,10.1108/14684520810889718,1,8726.5,0.150204346,11050.5,1.365005353,8538.5,1,9216
11059,10.1038/432423a,1,8726.5,0.150204346,11050.5,1.365005353,8538.5,1,9216
11060,10.1002/asi.20803,1,8726.5,0.15020287,11062.5,1.3768089,7058.5,1,9216
11061,10.2307/2531960,1,8726.5,0.15020287,11062.5,1.3768089,7058.5,1,9216
11062,10.2189/asqu.2009.54.2.268,1,8726.5,0.15020287,11062.5,1.3768089,7058.5,1,9216
11063,10.1093/oxrep/18.1.22,1,8726.5,0.15020287,11062.5,1.3768089,7058.5,1,9216
11064,10.1371/journal.pone.0195321,1,8726.5,0.150202066,11065,1.360395353,9204.5,1,9216
11065,10.1093/reseval/rvs013,1,8726.5,0.150202051,11070,1.360513204,9191.5,1,9216
11066,10.1111/joie.12032,1,8726.5,0.150202051,11070,1.360513204,9191.5,1,9216
11067,10.1093/reseval/rvu032,1,8726.5,0.150202051,11070,1.360513204,9191.5,1,9216
11068,10.1002/smj.4250140505,1,8726.5,0.150202051,11070,1.360513204,9191.5,1,9216
11069,10.2307/351577,1,8726.5,0.150202051,11070,1.360513204,9191.5,1,9216
11070,10.1016/S0040-1625(96)00097-2,1,8726.5,0.150202051,11070,1.360513204,9191.5,1,9216
11071,10.1016/0048-7333(86)90027-2,1,8726.5,0.150202051,11070,1.360513204,9191.5,1,9216
11072,10.1007/s11192-007-1671-6,1,8726.5,0.150202051,11070,1.360513204,9191.5,1,9216
11073,10.1002/(SICI)1097-0266(199910)20:10<953::AID-SMJ59>3.0.CO;2-3,1,8726.5,0.150202051,11070,1.360513204,9191.5,1,9216
11074,10.1016/j.joi.2014.04.006,1,8726.5,0.150201961,11075.5,1.359570671,9407,1,9216
11075,10.1016/j.knosys.2011.07.015,1,8726.5,0.150201961,11075.5,1.359570671,9407,1,9216
11076,10.1038/473285a,1,8726.5,0.150201827,11081,1.358588432,9521.5,1,9216
11077,10.1016/j.joi.2017.07.003,1,8726.5,0.150201827,11081,1.358588432,9521.5,1,9216
11078,10.1016/j.joi.2017.09.003,1,8726.5,0.150201827,11081,1.358588432,9521.5,1,9216
11079,10.1007/978-3-642-33290-6_17,1,8726.5,0.150201827,11081,1.358588432,9521.5,1,9216
11080,10.1371/journal.pone.0117619,1,8726.5,0.150201827,11081,1.358588432,9521.5,1,9216
11081,10.1007/BF02628694,1,8726.5,0.150201827,11081,1.358588432,9521.5,1,9216
11082,10.1371/journal.pbio.1002456,1,8726.5,0.150201827,11081,1.358588432,9521.5,1,9216
11083,10.1371/journal.pone.0063184,1,8726.5,0.150201827,11081,1.358588432,9521.5,1,9216
11084,10.1371/journal.pone.0024357,1,8726.5,0.150201827,11081,1.358588432,9521.5,1,9216
11085,10.1371/journal.pone.0196341,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11086,10.1177/1028315303257120,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11087,10.1016/j.omega.2017.02.008,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11088,10.1111/j.1468-2435.2005.00343.x,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11089,10.1186/1471-2164-13-S3-S5,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11090,10.1177/1028315318797154,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11091,10.1080/13583883.2017.1305440,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11092,10.1016/j.econlet.2012.11.020,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11093,10.1177/1028315308329787,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11094,10.1162/rest.90.3.518,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11095,10.1186/s12859-018-2163-9,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11096,10.1177/0042098013484528,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11097,10.1162/qss_a_00096,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11098,10.1016/j.eurpolymj.2015.01.009,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11099,10.3414/ME15-01-0108,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11100,10.1186/s12859-017-1460-z,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11101,10.1515/jdis-2017-0019,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11102,10.1371/journal.pone.0066344,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11103,10.1111/j.2050-411X.1987.tb00953.x,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11104,10.1007/s11187-005-7121-z,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11105,10.1016/S0378-4371(99)00086-2,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11106,10.1016/j.joi.2017.02.008,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11107,10.1016/j.socnet.2013.04.004,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11108,10.1016/j.socnet.2013.06.002,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11109,10.1037/h0046408,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11110,10.1086/228423,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11111,10.1111/j.1467-9280.1993.tb00583.x,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11112,10.1146/annurev.soc.24.1.1,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11113,10.1162/REST_a_00430,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11114,10.1287/mnsc.49.12.1702.25116,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11115,10.2307/1981888,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11116,10.2307/20159624,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11117,10.1142/S0219525910002487,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11118,10.1136/medethics-2012-100568,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11119,10.1108/PMM-08-2016-0036,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11120,10.2307/2095660,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11121,10.1080/03075079.2017.1293872,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11122,10.1023/A:1010682017950,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11123,10.1016/j.socscimed.2008.09.003,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11124,10.1007/s10734-020-00549-8,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11125,10.1002/smj.156,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11126,10.1177/1028315305277618,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11127,10.1109/ACCESS.2017.2744798,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11128,10.2197/ipsjjip.23.753,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11129,10.2307/2657354,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11130,10.1038/d41586-019-02639-9,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11131,10.1038/481012a,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11132,10.2307/3069452,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11133,10.1002/pi.1182,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11134,10.3152/095820209X451041,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11135,10.3368/jhr.55.1.1116-8387R,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11136,10.1177/0539018403042001798,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11137,10.1111/glob.12069,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11138,10.1145/2623330.2623630,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11139,10.1093/bioinformatics/btt234,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11140,10.1016/j.jsurg.2012.02.004,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11141,10.1073/pnas.0807435105,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11142,10.1098/rspb.2003.2369,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11143,10.1016/j.jbi.2017.08.011,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11144,10.1086/680060,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11145,10.1080/1360080X.2016.1174420,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11146,10.1140/epjb/e2011-20581-3,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11147,10.1016/j.ejor.2018.12.033,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11148,10.1080/00076791.2013.848341,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11149,10.1016/j.atherosclerosis.2013.07.051,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11150,10.1080/0042098042000226993,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11151,10.1111/j.1467-9396.2007.00714.x,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11152,10.2307/1909116,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11153,10.2307/1389441,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11154,10.1007/s11192-006-0146-5,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11155,10.1080/13600800120088625,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11156,10.1177/1043463195007003003,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11157,10.1016/j.cmpb.2008.12.006,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11158,10.1093/jamia/ocv002,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11159,10.1002/(SICI)1099-1220(199712)3:4<285::AID-IJPG72>3.0.CO;2-W,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11160,10.1016/j.apgeog.2018.04.017,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11161,10.1111/j.1468-2435.1993.tb00705.x,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11162,10.1080/10438590903432871,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11163,10.1016/j.ress.2007.09.005,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11164,10.1088/1367-2630/15/6/063008,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11165,10.1023/A:1019678429111,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11166,10.1023/B:REIO.0000038273.50622.ec,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11167,10.1016/S0004-3702(97)00008-8,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11168,10.1016/j.emj.2008.03.005,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11169,10.1002/(SICI)1097-4571(199806)49:8<674::AID-ASI2>3.0.CO;2-T,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11170,10.1007/BF02686293,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11171,10.1023/B:SCIE.0000034374.79769.ed,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11172,10.1038/109177a0,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11173,10.1002/asi.20809,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11174,10.1016/j.jbi.2005.11.010,1,8726.5,0.150201514,11130.5,1.356578028,9860,1,9216
11175,10.3354/esep00079,1,8726.5,0.15020141,11176,1.375402854,7148,1,9216
11176,10.1007/s10479-006-0026-7,1,8726.5,0.150201052,11184.5,1.357865295,9582,1,9216
11177,10.1287/mnsc.45.9.1270,1,8726.5,0.150201052,11184.5,1.357865295,9582,1,9216
11178,10.1023/A:1022805500570,1,8726.5,0.150201052,11184.5,1.357865295,9582,1,9216
11179,10.1016/j.omega.2013.04.002,1,8726.5,0.150201052,11184.5,1.357865295,9582,1,9216
11180,10.1016/j.omega.2009.07.003,1,8726.5,0.150201052,11184.5,1.357865295,9582,1,9216
11181,10.1016/j.ejor.2007.12.025,1,8726.5,0.150201052,11184.5,1.357865295,9582,1,9216
11182,10.1016/j.eneco.2013.09.020,1,8726.5,0.150201052,11184.5,1.357865295,9582,1,9216
11183,10.1007/s11192-012-0763-0,1,8726.5,0.150201052,11184.5,1.357865295,9582,1,9216
11184,10.1016/0377-2217(94)90203-8,1,8726.5,0.150201052,11184.5,1.357865295,9582,1,9216
11185,10.1016/S0165-1765(99)00070-1,1,8726.5,0.150201052,11184.5,1.357865295,9582,1,9216
11186,10.1016/S0166-4972(02)00096-2,1,8726.5,0.150201052,11184.5,1.357865295,9582,1,9216
11187,10.1016/S0377-2217(02)00712-9,1,8726.5,0.150201052,11184.5,1.357865295,9582,1,9216
11188,10.1016/j.respol.2008.08.004,1,8726.5,0.150201052,11184.5,1.357865295,9582,1,9216
11189,10.1016/j.omega.2009.10.006,1,8726.5,0.150201052,11184.5,1.357865295,9582,1,9216
11190,10.1016/j.energy.2017.06.040,1,8726.5,0.150201052,11184.5,1.357865295,9582,1,9216
11191,10.1016/j.omega.2013.09.005,1,8726.5,0.150201052,11184.5,1.357865295,9582,1,9216
11192,10.1017/S1049096507070564,1,8726.5,0.150199637,11198.5,1.371203288,7754.5,1,9216
11193,10.1177/0162243904265895,1,8726.5,0.150199637,11198.5,1.371203288,7754.5,1,9216
11194,10.2307/2943892,1,8726.5,0.150199637,11198.5,1.371203288,7754.5,1,9216
11195,10.1093/sf/68.4.1297,1,8726.5,0.150199637,11198.5,1.371203288,7754.5,1,9216
11196,10.1038/sj.embor.7401109,1,8726.5,0.150199637,11198.5,1.371203288,7754.5,1,9216
11197,10.1111/j.1540-6237.2006.00403.x,1,8726.5,0.150199637,11198.5,1.371203288,7754.5,1,9216
11198,10.1177/089124391005002005,1,8726.5,0.150199637,11198.5,1.371203288,7754.5,1,9216
11199,10.1016/j.wsif.2004.03.001,1,8726.5,0.150199637,11198.5,1.371203288,7754.5,1,9216
11200,10.1097/00001888-200101000-00011,1,8726.5,0.150199637,11198.5,1.371203288,7754.5,1,9216
11201,10.2307/1981784,1,8726.5,0.150199637,11198.5,1.371203288,7754.5,1,9216
11202,10.1023/A:1003075907126,1,8726.5,0.150199637,11198.5,1.371203288,7754.5,1,9216
11203,10.1023/A:1018781118312,1,8726.5,0.150199637,11198.5,1.371203288,7754.5,1,9216
11204,10.4103/ijsp.ijsp_21_17,1,8726.5,0.150198072,11210.5,1.358053767,9560,1,9216
11205,10.22381/JRGS62201610,1,8726.5,0.150198072,11210.5,1.358053767,9560,1,9216
11206,10.1615/JWomenMinorScienEng.v15.i3.20,1,8726.5,0.150198072,11210.5,1.358053767,9560,1,9216
11207,10.1080/19472498.2013.768845,1,8726.5,0.150198072,11210.5,1.358053767,9560,1,9216
11208,10.1080/15267431.2017.1363045,1,8726.5,0.150198072,11210.5,1.358053767,9560,1,9216
11209,10.1093/sf/sox052,1,8726.5,0.150198072,11210.5,1.358053767,9560,1,9216
11210,10.1080/1360080X.2015.1034427,1,8726.5,0.150198072,11210.5,1.358053767,9560,1,9216
11211,10.1080/13545701.2017.1364399,1,8726.5,0.150198072,11210.5,1.358053767,9560,1,9216
11212,10.1080/03057925.2017.1306434,1,8726.5,0.150198072,11210.5,1.358053767,9560,1,9216
11213,10.1016/j.ijedudev.2016.04.004,1,8726.5,0.150198072,11210.5,1.358053767,9560,1,9216
11214,10.1177/0971521516656079,1,8726.5,0.150198072,11210.5,1.358053767,9560,1,9216
11215,10.1177/0959353507079088,1,8726.5,0.150198072,11210.5,1.358053767,9560,1,9216
11216,10.3233/SW-2010-0019,1,8726.5,0.150197789,11224,1.3587293,9507.5,1,9216
11217,10.1595/147106708X362735,1,8726.5,0.150197789,11224,1.3587293,9507.5,1,9216
11218,10.1016/j.socscimed.2008.01.012,1,8726.5,0.150197789,11224,1.3587293,9507.5,1,9216
11219,10.1007/s10618-015-0430-1,1,8726.5,0.150197789,11224,1.3587293,9507.5,1,9216
11220,10.1080/09537325.2013.803065,1,8726.5,0.150197789,11224,1.3587293,9507.5,1,9216
11221,10.1023/B:BTTJ.0000047600.45421.6d,1,8726.5,0.150197789,11224,1.3587293,9507.5,1,9216
11222,10.1016/j.joi.2010.04.005,1,8726.5,0.150197789,11224,1.3587293,9507.5,1,9216
11223,10.1016/j.jbi.2008.07.004,1,8726.5,0.150197789,11224,1.3587293,9507.5,1,9216
11224,10.1016/j.techfore.2014.04.015,1,8726.5,0.150197789,11224,1.3587293,9507.5,1,9216
11225,10.1007/s11192-013-1090-9,1,8726.5,0.150197789,11224,1.3587293,9507.5,1,9216
11226,10.1017/S0266462308080689,1,8726.5,0.150197789,11224,1.3587293,9507.5,1,9216
11227,10.1007/s11192-017-2444-5,1,8726.5,0.150197789,11224,1.3587293,9507.5,1,9216
11228,10.1007/s11192-017-2339-5,1,8726.5,0.150197789,11224,1.3587293,9507.5,1,9216
11229,10.1016/j.joi.2015.09.004,1,8726.5,0.150197789,11224,1.3587293,9507.5,1,9216
11230,10.1007/s11192-014-1299-2,1,8726.5,0.150197789,11224,1.3587293,9507.5,1,9216
11231,10.1007/s10579-012-9210-3,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11232,10.1103/PhysRevE.65.036123,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11233,10.1056/NEJMsa1012065,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11234,10.1007/s11192-018-2743-5,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11235,10.1007/s11192-018-2752-4,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11236,10.1007/s11192-019-03318-2,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11237,10.1016/j.procs.2013.09.300,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11238,10.1007/s11192-020-03668-2,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11239,10.1007/s11192-016-2112-1,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11240,10.1016/j.physa.2015.01.062,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11241,10.1016/j.physa.2014.10.012,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11242,10.1016/j.ins.2019.04.009,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11243,10.1080/08963568.2020.1795550,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11244,10.1016/j.anbehav.2004.08.020,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11245,10.1136/amiajnl-2011-000213,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11246,10.1108/JKM-02-2015-0047,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11247,10.1007/s11192-021-04191-8,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11248,10.1080/00036840410001674259,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11249,10.1371/journal.pone.0241772,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11250,10.1108/JKM-09-2019-0502,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11251,10.1162/rest.2009.11724,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11252,10.1007/s11192-021-04033-7,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11253,10.1136/bmjopen-2012-000897,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11254,10.1007/s11192-020-03526-1,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11255,10.1111/jgs.12768,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11256,10.1371/journal.pbio.3000385,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11257,10.32655/LIBRES.2013.2.3,1,8726.5,0.150197327,11267,1.351921072,10760,1,9216
11258,10.1016/j.geoforum.2012.11.016,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11259,10.1037/0022-0167.49.3.324,1,8726.5,0.150197327,11267,1.351921072,10760,1,9216
11260,10.1016/j.socnet.2016.02.002,1,8726.5,0.150197327,11267,1.351921072,10760,1,9216
11261,10.1016/j.jvb.2007.09.006,1,8726.5,0.150197327,11267,1.351921072,10760,1,9216
11262,10.1016/j.ijinfomgt.2005.04.007,1,8726.5,0.150197327,11267,1.351921072,10760,1,9216
11263,10.1016/j.amjmed.2010.12.007,1,8726.5,0.150197327,11267,1.351921072,10760,1,9216
11264,10.1006/jvbe.2001.1804,1,8726.5,0.150197327,11267,1.351921072,10760,1,9216
11265,10.1002/pra2.2017.14505401186,1,8726.5,0.150197327,11267,1.351921072,10760,1,9216
11266,10.1002/job.788,1,8726.5,0.150197327,11267,1.351921072,10760,1,9216
11267,10.1002/asi.22941,1,8726.5,0.150197327,11267,1.351921072,10760,1,9216
11268,10.1016/j.joi.2019.01.001,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11269,10.1093/neuros/nyy217,1,8726.5,0.150197327,11267,1.354601318,10220,1,9216
11270,10.1002/tl.348,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11271,10.1007/BF00143641,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11272,10.1007/s10734-005-2429-9,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11273,10.1037/0003-066X.63.7.602,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11274,10.1073/pnas.1314788111,1,8726.5,0.150197327,11267,1.351921072,10760,1,9216
11275,10.1080/03075071003622011,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
11276,10.1080/03075079.2011.553395,1,8726.5,0.150197327,11267,1.355569105,10062.5,1,9216
